,Longitude,Latitude,Annual Average
0,-179.75,71.25,16.458333333333332
1,-179.75,68.75,27.100000000000005
2,-179.75,68.25,29.516666666666666
3,-179.75,67.75,37.375
4,-179.75,67.25,48.150000000000006
5,-179.75,66.75,57.48333333333333
6,-179.75,66.25,62.39166666666667
7,-179.75,65.75,51.416666666666664
8,-179.75,65.25,42.68333333333333
9,-179.75,-16.75,280.6333333333333
10,-179.75,-84.75,9.075000000000001
11,-179.75,-85.25,6.141666666666667
12,-179.75,-85.75,4.191666666666666
13,-179.75,-86.25,2.9250000000000003
14,-179.75,-86.75,1.9333333333333336
15,-179.75,-87.25,1.2166666666666666
16,-179.75,-87.75,0.7166666666666668
17,-179.75,-88.25,0.425
18,-179.75,-88.75,0.16666666666666666
19,-179.75,-89.25,0.041666666666666664
20,-179.75,-89.75,0.0
21,-179.25,71.25,16.9
22,-179.25,68.75,26.775000000000002
23,-179.25,68.25,29.766666666666662
24,-179.25,67.75,37.94166666666667
25,-179.25,67.25,49.75833333333333
26,-179.25,66.75,59.18333333333333
27,-179.25,-84.75,9.125
28,-179.25,-85.25,6.1499999999999995
29,-179.25,-85.75,4.2
30,-179.25,-86.25,2.9166666666666665
31,-179.25,-86.75,1.925
32,-179.25,-87.25,1.2166666666666666
33,-179.25,-87.75,0.6999999999999998
34,-179.25,-88.25,0.425
35,-179.25,-88.75,0.18333333333333335
36,-179.25,-89.25,0.041666666666666664
37,-179.25,-89.75,0.0
38,-178.75,71.25,16.733333333333334
39,-178.75,68.25,30.066666666666663
40,-178.75,67.75,38.091666666666676
41,-178.75,67.25,49.675000000000004
42,-178.75,66.75,58.833333333333336
43,-178.75,66.25,61.06666666666666
44,-178.75,-84.75,9.108333333333333
45,-178.75,-85.25,6.025000000000001
46,-178.75,-85.75,4.191666666666666
47,-178.75,-86.25,2.9166666666666665
48,-178.75,-86.75,1.916666666666667
49,-178.75,-87.25,1.2166666666666666
50,-178.75,-87.75,0.6999999999999998
51,-178.75,-88.25,0.4166666666666667
52,-178.75,-88.75,0.18333333333333335
53,-178.75,-89.25,0.041666666666666664
54,-178.75,-89.75,0.0
55,-178.25,71.25,16.374999999999996
56,-178.25,68.25,30.424999999999997
57,-178.25,67.75,38.041666666666664
58,-178.25,67.25,48.474999999999994
59,-178.25,66.75,57.025
60,-178.25,66.25,58.525
61,-178.25,65.75,52.63333333333333
62,-178.25,-84.75,9.133333333333333
63,-178.25,-85.25,6.074999999999999
64,-178.25,-85.75,4.108333333333333
65,-178.25,-86.25,2.875
66,-178.25,-86.75,1.925
67,-178.25,-87.25,1.2083333333333333
68,-178.25,-87.75,0.6999999999999998
69,-178.25,-88.25,0.4166666666666667
70,-178.25,-88.75,0.18333333333333335
71,-178.25,-89.25,0.041666666666666664
72,-178.25,-89.75,0.0
73,-177.75,71.25,16.3
74,-177.75,68.25,30.791666666666668
75,-177.75,67.75,37.69166666666666
76,-177.75,67.25,47.15833333333333
77,-177.75,66.75,54.63333333333333
78,-177.75,66.25,55.80833333333333
79,-177.75,65.75,51.916666666666664
80,-177.75,-84.75,9.125
81,-177.75,-85.25,6.099999999999999
82,-177.75,-85.75,4.1499999999999995
83,-177.75,-86.25,2.891666666666667
84,-177.75,-86.75,1.9083333333333334
85,-177.75,-87.25,1.2
86,-177.75,-87.75,0.7333333333333334
87,-177.75,-88.25,0.425
88,-177.75,-88.75,0.18333333333333335
89,-177.75,-89.25,0.041666666666666664
90,-177.75,-89.75,0.0
91,-177.25,67.75,37.18333333333334
92,-177.25,67.25,45.24166666666667
93,-177.25,66.75,52.16666666666666
94,-177.25,66.25,53.25
95,-177.25,65.75,51.400000000000006
96,-177.25,51.75,88.14166666666667
97,-177.25,-84.75,9.116666666666667
98,-177.25,-85.25,6.133333333333333
99,-177.25,-85.75,4.166666666666667
100,-177.25,-86.25,2.891666666666667
101,-177.25,-86.75,1.9166666666666667
102,-177.25,-87.25,1.2083333333333333
103,-177.25,-87.75,0.7333333333333334
104,-177.25,-88.25,0.4166666666666667
105,-177.25,-88.75,0.18333333333333335
106,-177.25,-89.25,0.041666666666666664
107,-177.25,-89.75,0.0
108,-176.75,67.75,35.96666666666667
109,-176.75,67.25,42.90833333333334
110,-176.75,66.75,48.63333333333333
111,-176.75,66.25,50.625
112,-176.75,65.75,50.93333333333333
113,-176.75,51.75,100.54166666666667
114,-176.75,-84.75,9.125000000000002
115,-176.75,-85.25,6.316666666666666
116,-176.75,-85.75,4.1499999999999995
117,-176.75,-86.25,2.875
118,-176.75,-86.75,1.925
119,-176.75,-87.25,1.2083333333333333
120,-176.75,-87.75,0.6999999999999998
121,-176.75,-88.25,0.4083333333333334
122,-176.75,-88.75,0.18333333333333335
123,-176.75,-89.25,0.041666666666666664
124,-176.75,-89.75,0.0
125,-176.25,67.75,34.666666666666664
126,-176.25,67.25,40.09166666666667
127,-176.25,66.75,44.625
128,-176.25,66.25,47.50833333333333
129,-176.25,65.75,50.18333333333334
130,-176.25,-43.75,89.35833333333335
131,-176.25,-44.25,90.5
132,-176.25,-84.75,9.108333333333333
133,-176.25,-85.25,6.166666666666667
134,-176.25,-85.75,4.2
135,-176.25,-86.25,2.9166666666666665
136,-176.25,-86.75,1.925
137,-176.25,-87.25,1.1916666666666667
138,-176.25,-87.75,0.7083333333333334
139,-176.25,-88.25,0.4083333333333334
140,-176.25,-88.75,0.18333333333333335
141,-176.25,-89.25,0.041666666666666664
142,-176.25,-89.75,0.0
143,-175.75,67.75,33.2
144,-175.75,67.25,37.425000000000004
145,-175.75,66.75,41.24166666666667
146,-175.75,66.25,44.49166666666667
147,-175.75,65.75,49.166666666666664
148,-175.75,65.25,52.90833333333333
149,-175.75,-84.75,9.1
150,-175.75,-85.25,6.258333333333333
151,-175.75,-85.75,4.2250000000000005
152,-175.75,-86.25,2.9250000000000003
153,-175.75,-86.75,1.95
154,-175.75,-87.25,1.1916666666666667
155,-175.75,-87.75,0.725
156,-175.75,-88.25,0.4083333333333334
157,-175.75,-88.75,0.18333333333333335
158,-175.75,-89.25,0.041666666666666664
159,-175.75,-89.75,0.0
160,-175.25,67.25,34.416666666666664
161,-175.25,66.75,37.39166666666667
162,-175.25,66.25,41.26666666666667
163,-175.25,65.75,47.36666666666667
164,-175.25,65.25,51.43333333333333
165,-175.25,-84.75,9.291666666666666
166,-175.25,-85.25,6.308333333333334
167,-175.25,-85.75,4.25
168,-175.25,-86.25,2.9583333333333335
169,-175.25,-86.75,1.95
170,-175.25,-87.25,1.1916666666666667
171,-175.25,-87.75,0.725
172,-175.25,-88.25,0.4083333333333334
173,-175.25,-88.75,0.18333333333333335
174,-175.25,-89.25,0.041666666666666664
175,-175.25,-89.75,0.0
176,-174.75,67.25,31.03333333333333
177,-174.75,66.25,37.38333333333333
178,-174.75,65.75,45.0
179,-174.75,65.25,49.974999999999994
180,-174.75,-84.75,9.275
181,-174.75,-85.25,6.349999999999999
182,-174.75,-85.75,4.233333333333333
183,-174.75,-86.25,2.9583333333333335
184,-174.75,-86.75,1.9333333333333336
185,-174.75,-87.25,1.1916666666666667
186,-174.75,-87.75,0.725
187,-174.75,-88.25,0.4083333333333334
188,-174.75,-88.75,0.18333333333333335
189,-174.75,-89.25,0.041666666666666664
190,-174.75,-89.75,0.0
191,-174.25,66.25,33.04166666666667
192,-174.25,65.75,41.775
193,-174.25,65.25,46.375
194,-174.25,64.75,46.73333333333333
195,-174.25,-84.75,9.116666666666667
196,-174.25,-85.25,6.308333333333333
197,-174.25,-85.75,4.208333333333333
