,Longitude,Latitude,Annual Average
0,-179.75,71.25,7.008333333333334
1,-179.75,68.75,22.575
2,-179.75,68.25,26.833333333333332
3,-179.75,67.75,34.24999999999999
4,-179.75,67.25,43.208333333333336
5,-179.75,66.75,49.24166666666665
6,-179.75,66.25,52.291666666666664
7,-179.75,65.75,44.31666666666667
8,-179.75,65.25,38.65
9,-179.75,-16.75,294.475
10,-179.75,-84.75,9.866666666666665
11,-179.75,-85.25,6.816666666666667
12,-179.75,-85.75,4.791666666666667
13,-179.75,-86.25,3.4
14,-179.75,-86.75,2.3166666666666664
15,-179.75,-87.25,1.5499999999999998
16,-179.75,-87.75,0.975
17,-179.75,-88.25,0.6
18,-179.75,-88.75,0.3166666666666667
19,-179.75,-89.25,0.125
20,-179.75,-89.75,0.025000000000000005
21,-179.25,71.25,7.408333333333332
22,-179.25,68.75,23.10833333333333
23,-179.25,68.25,27.266666666666666
24,-179.25,67.75,35.06666666666667
25,-179.25,67.25,44.83333333333332
26,-179.25,66.75,50.79999999999999
27,-179.25,-84.75,9.916666666666666
28,-179.25,-85.25,6.816666666666666
29,-179.25,-85.75,4.800000000000001
30,-179.25,-86.25,3.408333333333333
31,-179.25,-86.75,2.308333333333333
32,-179.25,-87.25,1.5499999999999998
33,-179.25,-87.75,0.975
34,-179.25,-88.25,0.6
35,-179.25,-88.75,0.325
36,-179.25,-89.25,0.125
37,-179.25,-89.75,0.025000000000000005
38,-178.75,71.25,7.391666666666667
39,-178.75,68.25,27.75
40,-178.75,67.75,35.54166666666667
41,-178.75,67.25,44.949999999999996
42,-178.75,66.75,50.79166666666668
43,-178.75,66.25,52.18333333333334
44,-178.75,-84.75,9.924999999999999
45,-178.75,-85.25,6.7
46,-178.75,-85.75,4.800000000000001
47,-178.75,-86.25,3.391666666666667
48,-178.75,-86.75,2.308333333333333
49,-178.75,-87.25,1.5416666666666667
50,-178.75,-87.75,0.9666666666666668
51,-178.75,-88.25,0.6
52,-178.75,-88.75,0.325
53,-178.75,-89.25,0.125
54,-178.75,-89.75,0.025000000000000005
55,-178.25,71.25,7.191666666666666
56,-178.25,68.25,28.24166666666666
57,-178.25,67.75,35.86666666666667
58,-178.25,67.25,44.20000000000001
59,-178.25,66.75,49.791666666666664
60,-178.25,66.25,50.50833333333333
61,-178.25,65.75,46.45833333333334
62,-178.25,-84.75,9.941666666666668
63,-178.25,-85.25,6.75
64,-178.25,-85.75,4.7
65,-178.25,-86.25,3.3416666666666663
66,-178.25,-86.75,2.308333333333333
67,-178.25,-87.25,1.5333333333333332
68,-178.25,-87.75,0.9666666666666668
69,-178.25,-88.25,0.6
70,-178.25,-88.75,0.325
71,-178.25,-89.25,0.125
72,-178.25,-89.75,0.03333333333333333
73,-177.75,71.25,7.233333333333333
74,-177.75,68.25,28.700000000000003
75,-177.75,67.75,35.80833333333334
76,-177.75,67.25,43.541666666666664
77,-177.75,66.75,48.54166666666668
78,-177.75,66.25,49.0
79,-177.75,65.75,46.60833333333334
80,-177.75,-84.75,9.95
81,-177.75,-85.25,6.791666666666667
82,-177.75,-85.75,4.758333333333334
83,-177.75,-86.25,3.358333333333333
84,-177.75,-86.75,2.283333333333333
85,-177.75,-87.25,1.5250000000000001
86,-177.75,-87.75,1.0083333333333335
87,-177.75,-88.25,0.6083333333333333
88,-177.75,-88.75,0.325
89,-177.75,-89.25,0.125
90,-177.75,-89.75,0.03333333333333333
91,-177.25,67.75,35.79999999999999
92,-177.25,67.25,42.5
93,-177.25,66.75,47.35833333333333
94,-177.25,66.25,47.69166666666667
95,-177.25,65.75,46.666666666666664
96,-177.25,51.75,58.133333333333326
97,-177.25,-84.75,9.950000000000001
98,-177.25,-85.25,6.825
99,-177.25,-85.75,4.7749999999999995
100,-177.25,-86.25,3.375
101,-177.25,-86.75,2.2833333333333337
102,-177.25,-87.25,1.5333333333333332
103,-177.25,-87.75,1.0
104,-177.25,-88.25,0.6166666666666666
105,-177.25,-88.75,0.325
106,-177.25,-89.25,0.125
107,-177.25,-89.75,0.03333333333333333
108,-176.75,67.75,35.26666666666666
109,-176.75,67.25,41.56666666666666
110,-176.75,66.75,45.44166666666667
111,-176.75,66.25,46.61666666666667
112,-176.75,65.75,47.54999999999999
113,-176.75,51.75,67.75
114,-176.75,-84.75,9.941666666666666
115,-176.75,-85.25,7.016666666666667
116,-176.75,-85.75,4.75
117,-176.75,-86.25,3.358333333333333
118,-176.75,-86.75,2.3166666666666664
119,-176.75,-87.25,1.5416666666666667
120,-176.75,-87.75,0.9583333333333334
121,-176.75,-88.25,0.6083333333333333
122,-176.75,-88.75,0.325
123,-176.75,-89.25,0.125
124,-176.75,-89.75,0.03333333333333333
125,-176.25,67.75,34.85833333333333
126,-176.25,67.25,39.99166666666667
127,-176.25,66.75,43.48333333333333
128,-176.25,66.25,45.583333333333336
129,-176.25,65.75,48.48333333333333
130,-176.25,-43.75,76.66666666666667
131,-176.25,-44.25,78.825
132,-176.25,-84.75,9.958333333333334
133,-176.25,-85.25,6.8999999999999995
134,-176.25,-85.75,4.825
135,-176.25,-86.25,3.4249999999999994
136,-176.25,-86.75,2.3333333333333335
137,-176.25,-87.25,1.5333333333333332
138,-176.25,-87.75,0.9833333333333334
139,-176.25,-88.25,0.6083333333333333
140,-176.25,-88.75,0.325
141,-176.25,-89.25,0.125
142,-176.25,-89.75,0.03333333333333333
143,-175.75,67.75,34.225
144,-175.75,67.25,38.46666666666667
145,-175.75,66.75,41.71666666666667
146,-175.75,66.25,44.475
147,-175.75,65.75,49.13333333333333
148,-175.75,65.25,53.21666666666666
149,-175.75,-84.75,9.95
150,-175.75,-85.25,6.983333333333333
151,-175.75,-85.75,4.8500000000000005
152,-175.75,-86.25,3.4
153,-175.75,-86.75,2.358333333333333
154,-175.75,-87.25,1.541666666666667
155,-175.75,-87.75,1.0
156,-175.75,-88.25,0.6083333333333333
157,-175.75,-88.75,0.3333333333333333
158,-175.75,-89.25,0.11666666666666665
159,-175.75,-89.75,0.03333333333333333
160,-175.25,67.25,36.94166666666667
161,-175.25,66.75,39.56666666666667
162,-175.25,66.25,43.041666666666664
163,-175.25,65.75,49.10833333333334
164,-175.25,65.25,53.116666666666674
165,-175.25,-84.75,10.158333333333333
166,-175.25,-85.25,7.066666666666666
167,-175.25,-85.75,4.891666666666667
168,-175.25,-86.25,3.433333333333333
169,-175.25,-86.75,2.358333333333333
170,-175.25,-87.25,1.55
171,-175.25,-87.75,1.0166666666666666
172,-175.25,-88.25,0.6083333333333333
173,-175.25,-88.75,0.3333333333333333
174,-175.25,-89.25,0.11666666666666665
175,-175.25,-89.75,0.03333333333333333
176,-174.75,67.25,35.033333333333324
177,-174.75,66.25,41.291666666666664
178,-174.75,65.75,48.75833333333333
179,-174.75,65.25,53.15833333333333
180,-174.75,-84.75,10.125000000000002
181,-174.75,-85.25,7.133333333333333
182,-174.75,-85.75,4.866666666666666
183,-174.75,-86.25,3.4416666666666664
184,-174.75,-86.75,2.35
185,-174.75,-87.25,1.55
186,-174.75,-87.75,1.0166666666666666
187,-174.75,-88.25,0.6
188,-174.75,-88.75,0.3333333333333333
189,-174.75,-89.25,0.125
190,-174.75,-89.75,0.03333333333333333
191,-174.25,66.25,38.875
192,-174.25,65.75,47.44166666666667
193,-174.25,65.25,51.375
194,-174.25,64.75,50.85
195,-174.25,-84.75,9.983333333333333
196,-174.25,-85.25,7.066666666666667
197,-174.25,-85.75,4.866666666666667
198,-174.25,-86.25,3.4250000000000003
199,-174.25,-86.75,2.3333333333333335
200,-174.25,-87.25,1.5333333333333334
201,-174.25,-87.75,1.0083333333333333
202,-174.25,-88.25,0.5916666666666667
203,-174.25,-88.75,0.3333333333333333
204,-174.25,-89.25,0.125
205,-174.25,-89.75,0.03333333333333333
206,-173.75,66.75,33.55
207,-173.75,66.25,37.59166666666667
208,-173.75,65.75,44.45000000000001
209,-173.75,65.25,48.73333333333334
210,-173.75,64.75,50.916666666666664
211,-173.75,-84.75,9.991666666666667
212,-173.75,-85.25,7.033333333333334
213,-173.75,-85.75,4.825
214,-173.75,-86.25,3.391666666666667
215,-173.75,-86.75,2.3249999999999997
216,-173.75,-87.25,1.5333333333333334
217,-173.75,-87.75,1.0166666666666666
218,-173.75,-88.25,0.5499999999999999
219,-173.75,-88.75,0.3333333333333333
220,-173.75,-89.25,0.125
221,-173.75,-89.75,0.03333333333333333
222,-173.25,66.75,31.84166666666667
223,-173.25,66.25,35.34166666666666
224,-173.25,65.75,41.96666666666666
225,-173.25,65.25,46.34166666666667
226,-173.25,64.75,50.04999999999999
227,-173.25,-84.75,10.008333333333335
228,-173.25,-85.25,7.066666666666666
229,-173.25,-85.75,4.741666666666666
230,-173.25,-86.25,3.3499999999999996
231,-173.25,-86.75,2.3249999999999997
232,-173.25,-87.25,1.5333333333333334
233,-173.25,-87.75,0.9916666666666667
234,-173.25,-88.25,0.5333333333333333
235,-173.25,-88.75,0.3333333333333333
236,-173.25,-89.25,0.125
237,-173.25,-89.75,0.03333333333333333
238,-172.75,66.75,30.233333333333334
239,-172.75,66.25,33.37500000000001
240,-172.75,65.75,39.00833333333333
241,-172.75,65.25,43.699999999999996
242,-172.75,-84.75,10.025
243,-172.75,-85.25,7.058333333333334
244,-172.75,-85.75,4.766666666666667
245,-172.75,-86.25,3.3499999999999996
246,-172.75,-86.75,2.2916666666666665
247,-172.75,-87.25,1.5250000000000001
248,-172.75,-87.75,1.0166666666666666
249,-172.75,-88.25,0.5333333333333333
250,-172.75,-88.75,0.3333333333333333
251,-172.75,-89.25,0.125
252,-172.75,-89.75,0.03333333333333333
253,-172.25,66.75,29.283333333333335
254,-172.25,66.25,32.15833333333333
255,-172.25,65.75,36.225
256,-172.25,65.25,40.225
257,-172.25,64.75,42.833333333333336
258,-172.25,-13.75,243.24166666666667
259,-172.25,-84.75,10.016666666666666
260,-172.25,-85.25,7.058333333333334
261,-172.25,-85.75,4.741666666666666
262,-172.25,-86.25,3.3333333333333335
263,-172.25,-86.75,2.283333333333333
264,-172.25,-87.25,1.5333333333333334
265,-172.25,-87.75,1.0
266,-172.25,-88.25,0.5333333333333333
267,-172.25,-88.75,0.3333333333333333
268,-172.25,-89.25,0.125
269,-172.25,-89.75,0.03333333333333333
270,-171.75,66.75,29.233333333333334
271,-171.75,66.25,32.19166666666667
272,-171.75,65.75,33.95
273,-171.75,-84.75,9.975
274,-171.75,-85.25,7.016666666666667
275,-171.75,-85.75,4.708333333333333
276,-171.75,-86.25,3.3333333333333335
277,-171.75,-86.75,2.316666666666667
278,-171.75,-87.25,1.5166666666666668
279,-171.75,-87.75,0.975
280,-171.75,-88.25,0.5333333333333333
281,-171.75,-88.75,0.3333333333333333
282,-171.75,-89.25,0.125
283,-171.75,-89.75,0.03333333333333333
284,-171.25,66.25,32.87500000000001
285,-171.25,-84.75,9.95
286,-171.25,-85.25,6.974999999999999
287,-171.25,-85.75,4.783333333333332
288,-171.25,-86.25,3.35
289,-171.25,-86.75,2.308333333333333
290,-171.25,-87.25,1.5166666666666668
291,-171.25,-87.75,0.9833333333333334
292,-171.25,-88.25,0.5333333333333333
293,-171.25,-88.75,0.325
294,-171.25,-89.25,0.125
295,-171.25,-89.75,0.03333333333333333
296,-170.75,66.25,33.833333333333336
297,-170.75,65.75,32.50833333333333
